"assetId","legacyPath","dataBusinessRole","comparison","trackedCurrentCandidates","legacySha256","reason","evidenceLevel","semanticEquivalence","runtimeEquivalence","ownerSor","treatment"
"LEGACY-PRIMARY:.git\objects\ae\6cc2e774f5ff7227554a6a16675159cbda9289",".git\objects\ae\6cc2e774f5ff7227554a6a16675159cbda9289","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\ae\8063e6e3aaead88629a2a3c9f138e53ca4c3b1",".git\objects\ae\8063e6e3aaead88629a2a3c9f138e53ca4c3b1","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\ae\869ec8d3a8914f50bf200e31a52e069c488d88",".git\objects\ae\869ec8d3a8914f50bf200e31a52e069c488d88","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\ae\8bbc7e9534078c901c69c2f06d697d13b17ccc",".git\objects\ae\8bbc7e9534078c901c69c2f06d697d13b17ccc","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\ae\9464b637a5fa18fb859f88491ae0e833d3163f",".git\objects\ae\9464b637a5fa18fb859f88491ae0e833d3163f","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\ae\ab4904e2b06a1e25f0ed92e61c4a0995726625",".git\objects\ae\ab4904e2b06a1e25f0ed92e61c4a0995726625","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\ae\ab51b6568da1f03fe98718cc406638795ff79b",".git\objects\ae\ab51b6568da1f03fe98718cc406638795ff79b","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\ae\b88535e4dfa05adbabc40e83d4a07efecc0e9b",".git\objects\ae\b88535e4dfa05adbabc40e83d4a07efecc0e9b","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\ae\ba044cac50e790ea70e62ff5cb26978c02f6c8",".git\objects\ae\ba044cac50e790ea70e62ff5cb26978c02f6c8","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\ae\c2e8ecf0a48f45b57e41700544f291f28e85ac",".git\objects\ae\c2e8ecf0a48f45b57e41700544f291f28e85ac","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\ae\cfcf7edc8c1bd6151c66e035f7f05f790c2b9f",".git\objects\ae\cfcf7edc8c1bd6151c66e035f7f05f790c2b9f","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\ae\d727bb535e96d074e7b1dfa53506211efdaf65",".git\objects\ae\d727bb535e96d074e7b1dfa53506211efdaf65","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\ae\dcd80d50737950183abb5cde7fe47cc598903e",".git\objects\ae\dcd80d50737950183abb5cde7fe47cc598903e","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\ae\f55afa9a47e6172e0a5800d1451057e3c7d567",".git\objects\ae\f55afa9a47e6172e0a5800d1451057e3c7d567","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\af\17c3768bd6436867b2ea6ab7a11798a05eac1b",".git\objects\af\17c3768bd6436867b2ea6ab7a11798a05eac1b","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\af\3daa6650ca0f0cbbe8cf9235891b5781cbb5c8",".git\objects\af\3daa6650ca0f0cbbe8cf9235891b5781cbb5c8","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\af\4432d2c3a8662beb7a3619253496f1370199c8",".git\objects\af\4432d2c3a8662beb7a3619253496f1370199c8","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\af\4610aecbcb2628631bbdc2b1778d6b20266f0c",".git\objects\af\4610aecbcb2628631bbdc2b1778d6b20266f0c","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\af\5b07a24977f2c61c3567253c461678a0cd10be",".git\objects\af\5b07a24977f2c61c3567253c461678a0cd10be","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\af\6b6f903f181a165e53154933750e62c812f305",".git\objects\af\6b6f903f181a165e53154933750e62c812f305","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\af\73a253dd8e113c7a577f3d8d6ed1245aea654d",".git\objects\af\73a253dd8e113c7a577f3d8d6ed1245aea654d","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\af\770250c2bacbe947b028330dc2e130559229fb",".git\objects\af\770250c2bacbe947b028330dc2e130559229fb","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\af\7ab8de8245766b8fdc8fc5fd88450a252bab37",".git\objects\af\7ab8de8245766b8fdc8fc5fd88450a252bab37","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\af\7e384240d55e0b0ecd0761a0912d60f32dea62",".git\objects\af\7e384240d55e0b0ecd0761a0912d60f32dea62","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\af\ac607b88448f8297c8d0fb4237864f5571629f",".git\objects\af\ac607b88448f8297c8d0fb4237864f5571629f","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\af\b7cc20a82bf673301d600d019bff925fcdb62a",".git\objects\af\b7cc20a82bf673301d600d019bff925fcdb62a","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\af\b934cab5dc6917177d6bf8862403d4dfa5bf1a",".git\objects\af\b934cab5dc6917177d6bf8862403d4dfa5bf1a","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\af\bcad93c4f420c62b407f1935d856deef6a018d",".git\objects\af\bcad93c4f420c62b407f1935d856deef6a018d","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\af\bf3d23cbe0425ac4cf0e69edd334674a6127fe",".git\objects\af\bf3d23cbe0425ac4cf0e69edd334674a6127fe","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\af\c081297231543cdcdec06a7090cf3524707c7b",".git\objects\af\c081297231543cdcdec06a7090cf3524707c7b","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\af\e06940685c97ae27daffd48802024ca1227ae9",".git\objects\af\e06940685c97ae27daffd48802024ca1227ae9","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\af\fc3406e97f06b4727fd3a582c8709a869b86fe",".git\objects\af\fc3406e97f06b4727fd3a582c8709a869b86fe","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\af\ffd8d33fa78bf9b1bc0eb0ca8dc5b934fbb059",".git\objects\af\ffd8d33fa78bf9b1bc0eb0ca8dc5b934fbb059","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\b0\05aa168adf1bbac0314a2e127a83a76410835f",".git\objects\b0\05aa168adf1bbac0314a2e127a83a76410835f","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\b0\0e26e82f71336d641c328174b0ee0cc3a7a0f5",".git\objects\b0\0e26e82f71336d641c328174b0ee0cc3a7a0f5","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\b0\1c2a0d490cc69208d2284035258c0d8855bfe4",".git\objects\b0\1c2a0d490cc69208d2284035258c0d8855bfe4","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\b0\1de6cb9ad76ffa59556f291494d6fee86cad0a",".git\objects\b0\1de6cb9ad76ffa59556f291494d6fee86cad0a","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\b0\3769f20599c512f23cb0ea0f92baa33ef77c81",".git\objects\b0\3769f20599c512f23cb0ea0f92baa33ef77c81","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\b0\48a80e96f2e14db5366ef1859ce7df2a1505d5",".git\objects\b0\48a80e96f2e14db5366ef1859ce7df2a1505d5","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\b0\5b04b195b46b4b39520b692c373c27950caff6",".git\objects\b0\5b04b195b46b4b39520b692c373c27950caff6","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\b0\5d6f6acc98286429d772214135afd1f03aeb95",".git\objects\b0\5d6f6acc98286429d772214135afd1f03aeb95","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\b0\5fff9d4f52179160b61fa23cdc334f389dbe27",".git\objects\b0\5fff9d4f52179160b61fa23cdc334f389dbe27","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\b0\6550b1f78d6c8ea60ffd8888e9f2ffb25bfc49",".git\objects\b0\6550b1f78d6c8ea60ffd8888e9f2ffb25bfc49","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\b0\7fbf5c89db2846643529e6b557ee29aa07ece2",".git\objects\b0\7fbf5c89db2846643529e6b557ee29aa07ece2","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\b0\8e16d22a170a2528e1d758c117749cd4053b0f",".git\objects\b0\8e16d22a170a2528e1d758c117749cd4053b0f","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\b0\93fae8b91063831b25d6508440757b145300b9",".git\objects\b0\93fae8b91063831b25d6508440757b145300b9","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\b0\94afd5f911c4a5d73bf8fbf0ce369e34f09709",".git\objects\b0\94afd5f911c4a5d73bf8fbf0ce369e34f09709","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\b0\9759deff37e2b515e2531acf5a8fe89810e8a2",".git\objects\b0\9759deff37e2b515e2531acf5a8fe89810e8a2","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\b0\a313cb1dc7d3bc7232171d302e76db7c1c02e9",".git\objects\b0\a313cb1dc7d3bc7232171d302e76db7c1c02e9","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\b0\b79d2bb9dc3f09df35f0473c4bf9ec62274ca7",".git\objects\b0\b79d2bb9dc3f09df35f0473c4bf9ec62274ca7","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\b0\cbcafdc10da0c7138b1629615971c8adfc57ad",".git\objects\b0\cbcafdc10da0c7138b1629615971c8adfc57ad","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\b0\db9c6f6c69fd6d1f46667b7a6231f3eecae11a",".git\objects\b0\db9c6f6c69fd6d1f46667b7a6231f3eecae11a","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\b0\f2bb51d6ce6536ff3400d7765eda12d89293a3",".git\objects\b0\f2bb51d6ce6536ff3400d7765eda12d89293a3","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\b1\265b64fafeccc9e2cd69f2fe6a210fcef4c7b4",".git\objects\b1\265b64fafeccc9e2cd69f2fe6a210fcef4c7b4","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\b1\2cb08866612c7690b3da8e2bbdd2e7642fd709",".git\objects\b1\2cb08866612c7690b3da8e2bbdd2e7642fd709","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\b1\3caebde19b9fd7a595b94060737f18e47630bd",".git\objects\b1\3caebde19b9fd7a595b94060737f18e47630bd","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\b1\436e98ca0c143d31ea722b2875502aee39a743",".git\objects\b1\436e98ca0c143d31ea722b2875502aee39a743","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\b1\45120cf0546577cb653b9cc6fd1d9ba22ca9b0",".git\objects\b1\45120cf0546577cb653b9cc6fd1d9ba22ca9b0","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\b1\54ae9e527b3f4fdcaa9c7ffcab93ca2815647f",".git\objects\b1\54ae9e527b3f4fdcaa9c7ffcab93ca2815647f","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\b1\6aa05038f16af5bb03602a9a686ad3d2dc386d",".git\objects\b1\6aa05038f16af5bb03602a9a686ad3d2dc386d","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\b1\7b734ab153b762789c39d33207fd23b4b9a212",".git\objects\b1\7b734ab153b762789c39d33207fd23b4b9a212","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
"LEGACY-PRIMARY:.git\objects\b1\87790b33df9d027e7968f53282799d59385d53",".git\objects\b1\87790b33df9d027e7968f53282799d59385d53","NO_DATA_BUSINESS_ROLE_PROVEN","NOT_ELIGIBLE_GROUPED_OR_NON_BUSINESS","","","Not eligible for business/data comparison.","TRACKED_BASELINE_COMPARISON_EVIDENCE","NOT_PROVEN","NOT_PROVEN","NOT_STARTED","UNKNOWN"
