"root","relativePath","extension","bytes","classification","safeTextSignals","owner","sor","treatment","reason"
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\E3-LEGACY-PURE-ASSET-HARNESS.ps1",".ps1","7897","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\E3-LEGACY-RUNTIME-READINESS-GATE.ps1",".ps1","3690","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\E3-LEGACY-SAFE-CANDIDATE-CONTRACTS.ps1",".ps1","5315","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\E3-LEGACY-SOURCE-OF-TRUTH-ANALYSIS.ps1",".ps1","7284","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\E3-LEGACY-TOOL-REUSABILITY-PROOF.ps1",".ps1","7420","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\E3-LEGACY-TOOL-SAFETY-TRIAGE.ps1",".ps1","7059","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\E3-P0-CURRENT-RUNTIME-EVIDENCE.ps1",".ps1","5130","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\E3-P0-ISOLATED-ACCEPTANCE-TRACE.ps1",".ps1","9894","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\E3-P0-STRUCTURAL-CANDIDATE-TRACE.ps1",".ps1","7028","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\E3-PHASE-0-LEGACY-SCOPE-MANIFEST.ps1",".ps1","6655","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\E3-PHASE-0-SCOPE-CORRECTION.ps1",".ps1","6202","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\E3-PHASE-1-PRIMARY-LEGACY-FULL-INVENTORY.ps1",".ps1","8546","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\E3-PHASE-2-PRIMARY-LEGACY-CLASSIFICATION.ps1",".ps1","9693","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\E3-POST-REPAIR-ASSET-CLASSIFICATION.ps1",".ps1","6123","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\E3-RECORD-DD-001-CLOSURE.ps1",".ps1","4099","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\E3-RECORD-DD-002-CLOSURE.ps1",".ps1","3851","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\E3-RECORD-DD-003-CLOSURE.ps1",".ps1","4719","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\E3-RECORD-DD-005-CLOSURE.ps1",".ps1","4057","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\E3-RECORD-DD-006-CLOSURE.ps1",".ps1","4696","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\E3-REPAIR-CLOSURE-VERIFICATION.ps1",".ps1","4504","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\E3-SAFE-DERIVED-REPORT-ARCHIVE.ps1",".ps1","5580","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\E3-SYSTEM-OF-RECORD-P0-MAP.ps1",".ps1","6933","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\E3-UNCLASSIFIED-ASSET-DEEP-TRACE.ps1",".ps1","6765","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\E3-WAVE-4-OWNERSHIP-AND-SOR-PROOF.ps1",".ps1","12892","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\E3-WAVE-5-P0-RUNTIME-OPERATIONAL-PROOF.ps1",".ps1","9160","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\establish-replacement-boundary.ps1",".ps1","2383","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\extract-legacy-brain-map.ps1",".ps1","4396","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\fix-auth-session-narrowing.ps1",".ps1","1317","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\FIX-H004-CONTROLLED-SUPPLIER-LINK.ps1",".ps1","5523","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\FIX-LOGIN-BUILD-AND-SESSION.ps1",".ps1","3659","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\FIX-LOGIN-REDIRECT-LOOP.ps1",".ps1","1317","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\fix-official-evidence-review-session.ps1",".ps1","1060","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\fix-prisma-join.ps1",".ps1","893","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\fix-production-readiness-test.ps1",".ps1","1342","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\fix-trusted-actor-identity-v2.ps1",".ps1","3021","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\fix-trusted-actor-identity.ps1",".ps1","3094","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\GREENLINES-BRAIN-REMEDIATION-PLAN-2026-08-12.md",".md","8145","HISTORICAL_SAFE_TEXT_CLASSIFIED","BUSINESS_DOMAIN;DATA_ARCHITECTURE;DECISION_INTELLIGENCE;EVIDENCE_COMPLIANCE;WORKFLOW_GOVERNANCE","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\GREENY-LIFE-DEEP-AUDIT-2026-08-11.md",".md","12931","HISTORICAL_SAFE_TEXT_CLASSIFIED","BUSINESS_DOMAIN;DATA_ARCHITECTURE;DECISION_INTELLIGENCE;WORKFLOW_GOVERNANCE","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\GREENY-LIFE-DUPLICATE-DELETION-LOG-2026-08-11.md",".md","1461","HISTORICAL_SAFE_TEXT_CLASSIFIED","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\GREENY-LIFE-DUPLICATES-2026-08-11.md",".md","9160","HISTORICAL_SAFE_TEXT_CLASSIFIED","BUSINESS_DOMAIN;DATA_ARCHITECTURE;DECISION_INTELLIGENCE;EVIDENCE_COMPLIANCE;WORKFLOW_GOVERNANCE","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\GREENY-LIFE-FILTER-MATRIX-2026-08-11.md",".md","6110","HISTORICAL_SAFE_TEXT_CLASSIFIED","BUSINESS_DOMAIN;DATA_ARCHITECTURE;WORKFLOW_GOVERNANCE","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\GREENY-LIFE-FUNCTIONAL-FAMILY-CLASSIFICATION-2026-08-11.md",".md","6026","HISTORICAL_SAFE_TEXT_CLASSIFIED","BUSINESS_DOMAIN;DATA_ARCHITECTURE;DECISION_INTELLIGENCE;WORKFLOW_GOVERNANCE","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\GREENY-LIFE-QUARANTINE-PREFLIGHT-2026-08-11.md",".md","2184","HISTORICAL_SAFE_TEXT_CLASSIFIED","BUSINESS_DOMAIN;DATA_ARCHITECTURE;WORKFLOW_GOVERNANCE","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\GREENY-LIFE-REPAIR-WORKSPACE-HANDOFF-2026-08-12.md",".md","1785","HISTORICAL_SAFE_TEXT_CLASSIFIED","BUSINESS_DOMAIN;DECISION_INTELLIGENCE;EVIDENCE_COMPLIANCE","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\GREENY-LIFE-REPORT-GOVERNANCE-AND-PROJECT-TRUTH-2026-08-11.md",".md","9796","HISTORICAL_SAFE_TEXT_CLASSIFIED","BUSINESS_DOMAIN;DATA_ARCHITECTURE;DECISION_INTELLIGENCE;EVIDENCE_COMPLIANCE;WORKFLOW_GOVERNANCE","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\GREENY-LIFE-REUSE-FIRST-ACTIVATION-MAP-2026-08-12.md",".md","22322","HISTORICAL_SAFE_TEXT_CLASSIFIED","BUSINESS_DOMAIN;DATA_ARCHITECTURE;DECISION_INTELLIGENCE;EVIDENCE_COMPLIANCE;WORKFLOW_GOVERNANCE","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\HONEY-EGYPT-NORWAY-EVIDENCE-REVIEW-2026-08-11.md",".md","5042","HISTORICAL_SAFE_TEXT_CLASSIFIED","BUSINESS_DOMAIN;DECISION_INTELLIGENCE;EVIDENCE_COMPLIANCE;WORKFLOW_GOVERNANCE","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\import-canonical-master-data.ps1",".ps1","8760","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\legacy-capability-conservation.ps1",".ps1","5105","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\legacy-inventory.ps1",".ps1","4189","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\P0-CANONICAL-ROUTES-ALIGNMENT.patch",".patch","8978","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\provision-first-admin.ps1",".ps1","1739","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\reconcile-isolated-restore.ps1",".ps1","3955","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\RECOVER-GREENY-NEXT-RUNTIME.ps1",".ps1","1944","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\reset-and-verify-local-admin.ps1",".ps1","2203","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\restore-postgres-isolated.ps1",".ps1","2103","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\review-legacy-entrypoints.ps1",".ps1","3318","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\run-complete-recovery-drill-v2.ps1",".ps1","4874","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\run-legacy-review-batch.ps1",".ps1","2978","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\run-local-performance-baseline.ps1",".ps1","1752","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\run-migration-preflight.ps1",".ps1","5295","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\run-postgres-backup-only.ps1",".ps1","2044","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\run-runtime-verification-batch.ps1",".ps1","5303","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\runtime-config-source-5946c6bc.zip",".zip","13143","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\outputs\stage-canonical-review-ledger.ps1",".ps1","7376","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
"C:\Users\Ghanam\Documents\Codex\2026-08-11","referenced-chatgpt-conversation-this-is-an\work\db-counts.cjs",".cjs","827","HISTORICAL_FILE_METADATA","","OWNER_UNPROVEN","NOT_SOR_PROVEN","REVIEW","Historical workspace asset is not automatically included in Legacy treatment decisions."
